manufacturer,serial,device,lua,"本文件专用于H7-TOOL产品,版权归属武汉安富莱电子有限公司",2020-10-12,,,,
ST,STM32F4xx,STM32F401VE,STM32F401xx_512.lua,,,,,,
ST,STM32F4xx,STM32F405OE,STM32F40xxx_41xxx_512.lua,,,,,,
ST,STM32F4xx,STM32F405OG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F405RG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F405VG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F405ZG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F407IE,STM32F40xxx_41xxx_512.lua,,,,,,
ST,STM32F4xx,STM32F407IG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F407VE,STM32F40xxx_41xxx_512.lua,,,,,,
ST,STM32F4xx,STM32F407VG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F407ZE,STM32F40xxx_41xxx_512.lua,,,,,,
ST,STM32F4xx,STM32F407ZG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F410C8,STM32F410xx_412xx_64.lua,,,,,,
ST,STM32F4xx,STM32F410CB,STM32F410xx_412xx_128.lua,,,,,,
ST,STM32F4xx,STM32F410R8,STM32F410xx_412xx_64.lua,,,,,,
ST,STM32F4xx,STM32F410RB,STM32F410xx_412xx_128.lua,,,,,,
ST,STM32F4xx,STM32F410T8,STM32F410xx_412xx_64.lua,,,,,,
ST,STM32F4xx,STM32F410TB,STM32F410xx_412xx_128.lua,,,,,,
ST,STM32F4xx,STM32F411CC,STM32F411xx_256.lua,,,,,,
ST,STM32F4xx,STM32F411CE,STM32F411xx_512.lua,,,,,,
ST,STM32F4xx,STM32F411RC,STM32F411xx_256.lua,,,,,,
ST,STM32F4xx,STM32F411RE,STM32F411xx_512.lua,,,,,,
ST,STM32F4xx,STM32F411VC,STM32F411xx_256.lua,,,,,,
ST,STM32F4xx,STM32F411VE,STM32F411xx_512.lua,,,,,,
ST,STM32F4xx,STM32F412CE,STM32F410xx_412xx_512.lua,,,,,,
ST,STM32F4xx,STM32F412CG,STM32F410xx_412xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F412RE,STM32F410xx_412xx_512.lua,,,,,,
ST,STM32F4xx,STM32F412RG,STM32F410xx_412xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F412VE,STM32F410xx_412xx_512.lua,,,,,,
ST,STM32F4xx,STM32F412VG,STM32F410xx_412xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F412ZE,STM32F410xx_412xx_512.lua,,,,,,
ST,STM32F4xx,STM32F412ZG,STM32F410xx_412xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F413CG,STM32F413xx_423xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F413CH,STM32F413xx_423xx_1536.lua,,,,,,
ST,STM32F4xx,STM32F413MG,STM32F413xx_423xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F413MH,STM32F413xx_423xx_1536.lua,,,,,,
ST,STM32F4xx,STM32F413RG,STM32F413xx_423xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F413RH,STM32F413xx_423xx_1536.lua,,,,,,
ST,STM32F4xx,STM32F413VG,STM32F413xx_423xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F413VH,STM32F413xx_423xx_1536.lua,,,,,,
ST,STM32F4xx,STM32F413ZG,STM32F413xx_423xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F413ZH,STM32F413xx_423xx_1536.lua,,,,,,
ST,STM32F4xx,STM32F415OG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F415RG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F415VG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F415ZG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F417IE,STM32F40xxx_41xxx_512.lua,,,,,,
ST,STM32F4xx,STM32F417IG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F417VE,STM32F40xxx_41xxx_512.lua,,,,,,
ST,STM32F4xx,STM32F417VG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F417ZE,STM32F40xxx_41xxx_512.lua,,,,,,
ST,STM32F4xx,STM32F417ZG,STM32F40xxx_41xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F423CH,STM32F413xx_423xx_1536.lua,,,,,,
ST,STM32F4xx,STM32F423MH,STM32F413xx_423xx_1536.lua,,,,,,
ST,STM32F4xx,STM32F423RH,STM32F413xx_423xx_1536.lua,,,,,,
ST,STM32F4xx,STM32F423VH,STM32F413xx_423xx_1536.lua,,,,,,
ST,STM32F4xx,STM32F423ZH,STM32F413xx_423xx_1536.lua,,,,,,
ST,STM32F4xx,STM32F427AG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F427AI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F427IG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F427II,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F427VG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F427VI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F427ZG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F427ZI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F429AG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F429AI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F429BE,STM32F42xxx_43xxx_512.lua,,,,,,
ST,STM32F4xx,STM32F429BG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F429BI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F429IE,STM32F42xxx_43xxx_512.lua,,,,,,
ST,STM32F4xx,STM32F429IG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F429II,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F429NE,STM32F42xxx_43xxx_512.lua,,,,,,
ST,STM32F4xx,STM32F429NG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F429NI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F429VE,STM32F42xxx_43xxx_512.lua,,,,,,
ST,STM32F4xx,STM32F429VG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F429VI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F429ZE,STM32F42xxx_43xxx_512.lua,,,,,,
ST,STM32F4xx,STM32F429ZG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F429ZI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F437AI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F437IG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F437II,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F437VG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F437VI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F437ZG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F437ZI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F439AI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F439BG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F439BI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F439IG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F439II,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F439NG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F439NI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F439VG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F439VI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F439ZG,STM32F42xxx_43xxx_1024.lua,,,,,,
ST,STM32F4xx,STM32F439ZI,STM32F42xxx_43xxx_2048.lua,,,,,,
ST,STM32F4xx,STM32F446MC,STM32F446xx_256.lua,,,,,,
ST,STM32F4xx,STM32F446ME,STM32F446xx_512.lua,,,,,,
ST,STM32F4xx,STM32F446RC,STM32F446xx_256.lua,,,,,,
ST,STM32F4xx,STM32F446RE,STM32F446xx_512.lua,,,,,,
ST,STM32F4xx,STM32F446VC,STM32F446xx_256.lua,,,,,,
ST,STM32F4xx,STM32F446VE,STM32F446xx_512.lua,,,,,,
ST,STM32F4xx,STM32F446ZC,STM32F446xx_256.lua,,,,,,
ST,STM32F4xx,STM32F446ZE,STM32F446xx_512.lua,,,,,,
ST,STM32F4xx,STM32F469AE,STM32F469xx_479xx_512.lua,,,,,,
ST,STM32F4xx,STM32F469AG,STM32F469xx_479xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F469AI,STM32F469xx_479xx_2048.lua,,,,,,
ST,STM32F4xx,STM32F469BE,STM32F469xx_479xx_512.lua,,,,,,
ST,STM32F4xx,STM32F469BG,STM32F469xx_479xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F469BI,STM32F469xx_479xx_2048.lua,,,,,,
ST,STM32F4xx,STM32F469IE,STM32F469xx_479xx_512.lua,,,,,,
ST,STM32F4xx,STM32F469IG,STM32F469xx_479xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F469II,STM32F469xx_479xx_2048.lua,,,,,,
ST,STM32F4xx,STM32F469NE,STM32F469xx_479xx_512.lua,,,,,,
ST,STM32F4xx,STM32F469NG,STM32F469xx_479xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F469NI,STM32F469xx_479xx_2048.lua,,,,,,
ST,STM32F4xx,STM32F469VE,STM32F469xx_479xx_512.lua,,,,,,
ST,STM32F4xx,STM32F469VG,STM32F469xx_479xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F469VI,STM32F469xx_479xx_2048.lua,,,,,,
ST,STM32F4xx,STM32F469ZE,STM32F469xx_479xx_512.lua,,,,,,
ST,STM32F4xx,STM32F469ZG,STM32F469xx_479xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F469ZI,STM32F469xx_479xx_2048.lua,,,,,,
ST,STM32F4xx,STM32F479AI,STM32F469xx_479xx_2048.lua,,,,,,
ST,STM32F4xx,STM32F479BG,STM32F469xx_479xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F479BI,STM32F469xx_479xx_2048.lua,,,,,,
ST,STM32F4xx,STM32F479IG,STM32F469xx_479xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F479II,STM32F469xx_479xx_2048.lua,,,,,,
ST,STM32F4xx,STM32F479NG,STM32F469xx_479xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F479NI,STM32F469xx_479xx_2048.lua,,,,,,
ST,STM32F4xx,STM32F479VG,STM32F469xx_479xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F479VI,STM32F469xx_479xx_2048.lua,,,,,,
ST,STM32F4xx,STM32F479ZG,STM32F469xx_479xx_1024.lua,,,,,,
ST,STM32F4xx,STM32F479ZI,STM32F469xx_479xx_2048.lua,,,,,,
ST,STM32F7xx,STM32F72xxC_256,STM32F72xxC_256.lua,,,,,,
ST,STM32F7xx,STM32F72xxE_512,STM32F72xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F730x8_64,STM32F730x8_64.lua,,,,,,
ST,STM32F7xx,STM32F73xxE_512,STM32F73xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F74xxE_512,STM32F74xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F74xxG_1024,STM32F74xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F750x8_64,STM32F750x8_64.lua,,,,,,
ST,STM32F7xx,STM32F756xG_1024,STM32F756xG_1024.lua,,,,,,
ST,STM32F7xx,STM32F76x_77xxI_2048,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F76xxG_1024,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,********************,STM32F72xxC_256.lua,,,,,,
ST,STM32F7xx,STM32F722IC,STM32F72xxC_256.lua,,,,,,
ST,STM32F7xx,STM32F722IE,STM32F72xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F722RC,STM32F72xxC_256.lua,,,,,,
ST,STM32F7xx,STM32F722RE,STM32F72xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F722VC,STM32F72xxC_256.lua,,,,,,
ST,STM32F7xx,STM32F722VE,STM32F72xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F722ZC,STM32F72xxC_256.lua,,,,,,
ST,STM32F7xx,STM32F722ZE,STM32F72xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F723IC,STM32F72xxC_256.lua,,,,,,
ST,STM32F7xx,STM32F723IE,STM32F72xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F723VE,STM32F72xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F723ZC,STM32F72xxC_256.lua,,,,,,
ST,STM32F7xx,STM32F723ZE,STM32F72xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F730I8,STM32F730x8_64.lua,,,,,,
ST,STM32F7xx,STM32F730V8,STM32F730x8_64.lua,,,,,,
ST,STM32F7xx,STM32F730Z8,STM32F730x8_64.lua,,,,,,
ST,STM32F7xx,STM32F732IE,STM32F73xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F732RE,STM32F73xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F732VE,STM32F73xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F732ZE,STM32F73xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F733IE,STM32F73xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F733VE,STM32F73xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F733ZE,STM32F73xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F745IE,STM32F74xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F745IG,STM32F74xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F745VE,STM32F74xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F745VG,STM32F74xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F745ZE,STM32F74xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F745ZG,STM32F74xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F746BE,STM32F74xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F746BG,STM32F74xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F746IE,STM32F74xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F746IG,STM32F74xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F746NE,STM32F74xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F746NG,STM32F74xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F746VE,STM32F74xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F746VG,STM32F74xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F746ZE,STM32F74xxE_512.lua,,,,,,
ST,STM32F7xx,STM32F746ZG,STM32F74xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F750N8,STM32F750x8_64.lua,,,,,,
ST,STM32F7xx,STM32F750V8,STM32F750x8_64.lua,,,,,,
ST,STM32F7xx,STM32F750Z8,STM32F750x8_64.lua,,,,,,
ST,STM32F7xx,STM32F756BG,STM32F756xG_1024.lua,,,,,,
ST,STM32F7xx,STM32F756IG,STM32F756xG_1024.lua,,,,,,
ST,STM32F7xx,STM32F756NG,STM32F756xG_1024.lua,,,,,,
ST,STM32F7xx,STM32F756VG,STM32F756xG_1024.lua,,,,,,
ST,STM32F7xx,STM32F756ZG,STM32F756xG_1024.lua,,,,,,
ST,STM32F7xx,STM32F765BG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F765BI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F765IG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F765II,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F765NG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F765NI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F765VG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F765VI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F765ZG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F765ZI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F767BG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F767BI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F767IG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F767II,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F767NG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F767NI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F767VG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F767VI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F767ZG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F767ZI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F768AI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F769AG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F769AI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F769BG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F769BI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F769IG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F769II,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F769NG,STM32F76xxG_1024.lua,,,,,,
ST,STM32F7xx,STM32F769NI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F777BI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F777II,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F777NI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F777VI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F777ZI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F778AI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F779AI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F779BI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F779II,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32F7xx,STM32F779NI,STM32F76x_77xxI_2048.lua,,,,,,
ST,STM32G0xx,STM32G0x0x6_32,STM32G0x0x6_32.lua,,,,,,
ST,STM32G0xx,STM32G0x0x8_64,STM32G0x0x8_64.lua,,,,,,
ST,STM32G0xx,STM32G0x0xB_128,STM32G0x0xB_128.lua,,,,,,
ST,STM32G0xx,STM32G0x1x4_16,STM32G0x1x4_16.lua,,,,,,
ST,STM32G0xx,STM32G0x1x6_32,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G0x1x8_64,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G0x1xB_128,STM32G0x1xB_128.lua,,,,,,
ST,STM32G0xx,********************,STM32G0x0x6_32.lua,,,,,,
ST,STM32G0xx,STM32G030C6,STM32G0x0x6_32.lua,,,,,,
ST,STM32G0xx,STM32G030C8,STM32G0x0x8_64.lua,,,,,,
ST,STM32G0xx,STM32G030F6,STM32G0x0x6_32.lua,,,,,,
ST,STM32G0xx,STM32G030J6,STM32G0x0x6_32.lua,,,,,,
ST,STM32G0xx,STM32G030K6,STM32G0x0x6_32.lua,,,,,,
ST,STM32G0xx,STM32G030K8,STM32G0x0x8_64.lua,,,,,,
ST,STM32G0xx,STM32G031C4,STM32G0x1x4_16.lua,,,,,,
ST,STM32G0xx,STM32G031C6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G031C8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G031F4,STM32G0x1x4_16.lua,,,,,,
ST,STM32G0xx,STM32G031F6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G031F8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G031G4,STM32G0x1x4_16.lua,,,,,,
ST,STM32G0xx,STM32G031G6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G031G8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G031J4,STM32G0x1x4_16.lua,,,,,,
ST,STM32G0xx,STM32G031J6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G031K4,STM32G0x1x4_16.lua,,,,,,
ST,STM32G0xx,STM32G031K6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G031K8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G031Y8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G041C6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G041C8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G041F6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G041F8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G041G6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G041G8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G041J6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G041K6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G041K8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G041Y8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G070CB,STM32G0x0xB_128.lua,,,,,,
ST,STM32G0xx,STM32G070KB,STM32G0x0xB_128.lua,,,,,,
ST,STM32G0xx,STM32G070RB,STM32G0x0xB_128.lua,,,,,,
ST,STM32G0xx,STM32G071C6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G071C8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G071CB,STM32G0x1xB_128.lua,,,,,,
ST,STM32G0xx,STM32G071EB,STM32G0x1xB_128.lua,,,,,,
ST,STM32G0xx,STM32G071G6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G071G8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G071GB,STM32G0x1xB_128.lua,,,,,,
ST,STM32G0xx,STM32G071K6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G071K8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G071KB,STM32G0x1xB_128.lua,,,,,,
ST,STM32G0xx,STM32G071R6,STM32G0x1x6_32.lua,,,,,,
ST,STM32G0xx,STM32G071R8,STM32G0x1x8_64.lua,,,,,,
ST,STM32G0xx,STM32G071RB,STM32G0x1xB_128.lua,,,,,,
ST,STM32G0xx,STM32G081CB,STM32G0x1xB_128.lua,,,,,,
ST,STM32G0xx,STM32G081EB,STM32G0x1xB_128.lua,,,,,,
ST,STM32G0xx,STM32G081GB,STM32G0x1xB_128.lua,,,,,,
ST,STM32G0xx,STM32G081KB,STM32G0x1xB_128.lua,,,,,,
ST,STM32G0xx,STM32G081RB,STM32G0x1xB_128.lua,,,,,,
ST,STM32G4xx,STM32G431_441x6_32,STM32G431_441x6_32.lua,,,,,,
ST,STM32G4xx,STM32G431_441x8_64,STM32G431_441x8_64.lua,,,,,,
ST,STM32G4xx,STM32G431_441xB_128,STM32G431_441xB_128.lua,,,,,,
ST,STM32G4xx,STM32G47x_48xxB_128,STM32G47x_48xxB_128.lua,,,,,,
ST,STM32G4xx,STM32G47x_48xxC_256,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G47x_48xxE_512,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G49x_4AxxC_256,STM32G49x_4AxxC_256.lua,,,,,,
ST,STM32G4xx,STM32G49x_4AxxE_512,STM32G49x_4AxxE_512.lua,,,,,,
ST,STM32G4xx,********************,STM32G431_441x6_32.lua,,,,,,
ST,STM32G4xx,STM32G431C6,STM32G431_441x6_32.lua,,,,,,
ST,STM32G4xx,STM32G431C8,STM32G431_441x8_64.lua,,,,,,
ST,STM32G4xx,STM32G431CB,STM32G431_441xB_128.lua,,,,,,
ST,STM32G4xx,STM32G431K6,STM32G431_441x6_32.lua,,,,,,
ST,STM32G4xx,STM32G431K8,STM32G431_441x8_64.lua,,,,,,
ST,STM32G4xx,STM32G431KB,STM32G431_441xB_128.lua,,,,,,
ST,STM32G4xx,STM32G431M6,STM32G431_441x6_32.lua,,,,,,
ST,STM32G4xx,STM32G431M8,STM32G431_441x8_64.lua,,,,,,
ST,STM32G4xx,STM32G431R6,STM32G431_441x6_32.lua,,,,,,
ST,STM32G4xx,STM32G431R8,STM32G431_441x8_64.lua,,,,,,
ST,STM32G4xx,STM32G431RB,STM32G431_441xB_128.lua,,,,,,
ST,STM32G4xx,STM32G431V6,STM32G431_441x6_32.lua,,,,,,
ST,STM32G4xx,STM32G431V8,STM32G431_441x8_64.lua,,,,,,
ST,STM32G4xx,STM32G431VB,STM32G431_441xB_128.lua,,,,,,
ST,STM32G4xx,STM32G441CB,STM32G431_441xB_128.lua,,,,,,
ST,STM32G4xx,STM32G441KB,STM32G431_441xB_128.lua,,,,,,
ST,STM32G4xx,STM32G441RB,STM32G431_441xB_128.lua,,,,,,
ST,STM32G4xx,STM32G441VB,STM32G431_441xB_128.lua,,,,,,
ST,STM32G4xx,STM32G471CC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G471CE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G471MC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G471ME,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G471QC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G471QE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G471RC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G471RE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G471VC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G471VE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G473CB,STM32G47x_48xxB_128.lua,,,,,,
