manufacturer,serial,device,lua,"本文件专用于H7-TOOL产品,版权归属武汉安富莱电子有限公司",2020-10-12,,,,
ST,STM32G4xx,STM32G473CC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G473CE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G473MB,STM32G47x_48xxB_128.lua,,,,,,
ST,STM32G4xx,STM32G473MC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G473ME,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G473PB,STM32G47x_48xxB_128.lua,,,,,,
ST,STM32G4xx,STM32G473PC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G473PE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G473QB,STM32G47x_48xxB_128.lua,,,,,,
ST,STM32G4xx,STM32G473QC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G473QE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G473RB,STM32G47x_48xxB_128.lua,,,,,,
ST,STM32G4xx,STM32G473RC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G473RE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G473VB,STM32G47x_48xxB_128.lua,,,,,,
ST,STM32G4xx,STM32G473VC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G473VE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G474CB,STM32G47x_48xxB_128.lua,,,,,,
ST,STM32G4xx,STM32G474CC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G474CE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G474MB,STM32G47x_48xxB_128.lua,,,,,,
ST,STM32G4xx,STM32G474MC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G474ME,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G474PB,STM32G47x_48xxB_128.lua,,,,,,
ST,STM32G4xx,STM32G474PC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G474PE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G474QB,STM32G47x_48xxB_128.lua,,,,,,
ST,STM32G4xx,STM32G474QC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G474QE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G474RB,STM32G47x_48xxB_128.lua,,,,,,
ST,STM32G4xx,STM32G474RC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G474RE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G474VB,STM32G47x_48xxB_128.lua,,,,,,
ST,STM32G4xx,STM32G474VC,STM32G47x_48xxC_256.lua,,,,,,
ST,STM32G4xx,STM32G474VE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G483CE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G483ME,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G483PE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G483QE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G483RE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G483VE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G484CE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G484ME,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G484PE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G484QE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G484RE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G484VE,STM32G47x_48xxE_512.lua,,,,,,
ST,STM32G4xx,STM32G491CC,STM32G49x_4AxxC_256.lua,,,,,,
ST,STM32G4xx,STM32G491CE,STM32G49x_4AxxE_512.lua,,,,,,
ST,STM32G4xx,STM32G491KC,STM32G49x_4AxxC_256.lua,,,,,,
ST,STM32G4xx,STM32G491KE,STM32G49x_4AxxE_512.lua,,,,,,
ST,STM32G4xx,STM32G491MC,STM32G49x_4AxxC_256.lua,,,,,,
ST,STM32G4xx,STM32G491ME,STM32G49x_4AxxE_512.lua,,,,,,
ST,STM32G4xx,STM32G491RC,STM32G49x_4AxxC_256.lua,,,,,,
ST,STM32G4xx,STM32G491RE,STM32G49x_4AxxE_512.lua,,,,,,
ST,STM32G4xx,STM32G491VC,STM32G49x_4AxxC_256.lua,,,,,,
ST,STM32G4xx,STM32G491VE,STM32G49x_4AxxE_512.lua,,,,,,
ST,STM32G4xx,STM32G4A1CE,STM32G49x_4AxxE_512.lua,,,,,,
ST,STM32G4xx,STM32G4A1KE,STM32G49x_4AxxE_512.lua,,,,,,
ST,STM32G4xx,STM32G4A1ME,STM32G49x_4AxxE_512.lua,,,,,,
ST,STM32G4xx,STM32G4A1RE,STM32G49x_4AxxE_512.lua,,,,,,
ST,STM32G4xx,STM32G4A1VE,STM32G49x_4AxxE_512.lua,,,,,,
ST,STM32H7xx,STM32H7x_128k,STM32H7x_128k.lua,,,,,,
ST,STM32H7xx,STM32H7x_1M,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H7x_2M,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,********************,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H742AG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H742AI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H742BG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H742BI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H742IG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H742II,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H742VG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H742VI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H742XG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H742XI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H742ZG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H742ZI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H743AG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H743AI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H743BG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H743BI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H743IG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H743II,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H743VG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H743VI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H743XG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H743XI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H743ZG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H743ZI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H745BG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H745BI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H745IG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H745II,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H745XG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H745XI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H745ZG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H745ZI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H747AG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H747AI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H747BG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H747BI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H747IG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H747II,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H747XG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H747XI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H747ZI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H750IB,STM32H7x_128k.lua,,,,,,
ST,STM32H7xx,STM32H750VB,STM32H7x_128k.lua,,,,,,
ST,STM32H7xx,STM32H750XB,STM32H7x_128k.lua,,,,,,
ST,STM32H7xx,STM32H750ZB,STM32H7x_128k.lua,,,,,,
ST,STM32H7xx,STM32H753AI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H753BI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H753II,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H753VI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H753XI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H753ZI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H755BI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H755II,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H755XI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H755ZI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H757AI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H757BI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H757II,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H757XI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H757ZI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7A3AG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H7A3AI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7A3IG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H7A3II,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7A3LG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H7A3LI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7A3NG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H7A3NI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7A3QI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7A3RG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H7A3RI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7A3VG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H7A3VI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7A3ZG,STM32H7x_1M.lua,,,,,,
ST,STM32H7xx,STM32H7A3ZI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7B0AB,STM32H7x_128k.lua,,,,,,
ST,STM32H7xx,STM32H7B0IB,STM32H7x_128k.lua,,,,,,
ST,STM32H7xx,STM32H7B0RB,STM32H7x_128k.lua,,,,,,
ST,STM32H7xx,STM32H7B0VB,STM32H7x_128k.lua,,,,,,
ST,STM32H7xx,STM32H7B0ZB,STM32H7x_128k.lua,,,,,,
ST,STM32H7xx,STM32H7B3AI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7B3II,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7B3LI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7B3NI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7B3QI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7B3RI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7B3VI,STM32H7x_2M.lua,,,,,,
ST,STM32H7xx,STM32H7B3ZI,STM32H7x_2M.lua,,,,,,
ST,STM32L0xx,STM32L01xx3_02xx3_8,STM32L01xx3_02xx3_8.lua,,,,,,
ST,STM32L0xx,STM32L01xx4_02xx4_16,STM32L01xx4_02xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L03xx4_04xx4_16,STM32L03xx4_04xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L03xx6_04xx6_32,STM32L03xx6_04xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L05xx6_06xx6_32,STM32L05xx6_06xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L05xx8_06xx8_64,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L07xx8_08xx8_64,STM32L07xx8_08xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L07xxB_08xxB_128,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L07xxZ_08xxZ_192,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,********************,STM32L01xx3_02xx3_8.lua,,,,,,
ST,STM32L0xx,STM32L011D3,STM32L01xx3_02xx3_8.lua,,,,,,
ST,STM32L0xx,STM32L011D4,STM32L01xx4_02xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L011E4,STM32L01xx4_02xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L011F3,STM32L01xx3_02xx3_8.lua,,,,,,
ST,STM32L0xx,STM32L011F4,STM32L01xx4_02xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L011G3,STM32L01xx3_02xx3_8.lua,,,,,,
ST,STM32L0xx,STM32L011G4,STM32L01xx4_02xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L011K3,STM32L01xx3_02xx3_8.lua,,,,,,
ST,STM32L0xx,STM32L011K4,STM32L01xx4_02xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L021D4,STM32L01xx4_02xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L021F4,STM32L01xx4_02xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L021G4,STM32L01xx4_02xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L021K4,STM32L01xx4_02xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L031C4,STM32L03xx4_04xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L031C6,STM32L03xx6_04xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L031E4,STM32L03xx4_04xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L031E6,STM32L03xx6_04xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L031F4,STM32L03xx4_04xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L031F6,STM32L03xx6_04xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L031G4,STM32L03xx4_04xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L031G6,STM32L03xx6_04xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L031K4,STM32L03xx4_04xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L031K6,STM32L03xx6_04xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L041C4,STM32L03xx4_04xx4_16.lua,,,,,,
ST,STM32L0xx,STM32L041C6,STM32L03xx6_04xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L041E6,STM32L03xx6_04xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L041F6,STM32L03xx6_04xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L041G6,STM32L03xx6_04xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L041K6,STM32L03xx6_04xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L051C6,STM32L05xx6_06xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L051C8,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L051K6,STM32L05xx6_06xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L051K8,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L051R6,STM32L05xx6_06xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L051R8,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L051T6,STM32L05xx6_06xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L051T8,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L052C6,STM32L05xx6_06xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L052C8,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L052K6,STM32L05xx6_06xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L052K8,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L052R6,STM32L05xx6_06xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L052R8,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L052T6,STM32L05xx6_06xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L052T8,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L053C6,STM32L05xx6_06xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L053C8,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L053R6,STM32L05xx6_06xx6_32.lua,,,,,,
ST,STM32L0xx,STM32L053R8,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L062K8,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L063C8,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L063R8,STM32L05xx8_06xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L071C8,STM32L07xx8_08xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L071CB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L071CZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L071K8,STM32L07xx8_08xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L071KB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L071KZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L071RB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L071RZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L071V8,STM32L07xx8_08xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L071VB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L071VZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L072CB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L072CZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L072KB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L072KZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L072RB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L072RZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L072V8,STM32L07xx8_08xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L072VB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L072VZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L073CB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L073CZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L073RB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L073RZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L073V8,STM32L07xx8_08xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L073VB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L073VZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L081CZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L081KZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L082CZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L082KB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L082KZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L083CB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L083CZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L083RB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L083RZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L0xx,STM32L083V8,STM32L07xx8_08xx8_64.lua,,,,,,
ST,STM32L0xx,STM32L083VB,STM32L07xxB_08xxB_128.lua,,,,,,
ST,STM32L0xx,STM32L083VZ,STM32L07xxZ_08xxZ_192.lua,,,,,,
ST,STM32L1xx,STM32L1xxx6_32,STM32L1xxx6_32.lua,,,,,,
ST,STM32L1xx,STM32L1xxx8_64,STM32L1xxx8_64.lua,,,,,,
ST,STM32L1xx,STM32L1xxxB_128,STM32L1xxxB_128.lua,,,,,,
ST,STM32L1xx,STM32L1xxxC_256,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L1xxxD_384,STM32L1xxxD_384.lua,,,,,,
ST,STM32L1xx,STM32L1xxxE_512,STM32L1xxxE_512.lua,,,,,,
ST,STM32L1xx,********************,STM32L1xxx6_32.lua,,,,,,
ST,STM32L1xx,STM32L100C6,STM32L1xxx6_32.lua,,,,,,
ST,STM32L1xx,STM32L100R8,STM32L1xxx8_64.lua,,,,,,
ST,STM32L1xx,STM32L100RB,STM32L1xxxB_128.lua,,,,,,
ST,STM32L1xx,STM32L100RC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L151C6,STM32L1xxx6_32.lua,,,,,,
ST,STM32L1xx,STM32L151C8,STM32L1xxx8_64.lua,,,,,,
ST,STM32L1xx,STM32L151CB,STM32L1xxxB_128.lua,,,,,,
ST,STM32L1xx,STM32L151CC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L151QC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L151QD,STM32L1xxxD_384.lua,,,,,,
ST,STM32L1xx,STM32L151QE,STM32L1xxxE_512.lua,,,,,,
ST,STM32L1xx,STM32L151R6,STM32L1xxx6_32.lua,,,,,,
ST,STM32L1xx,STM32L151R8,STM32L1xxx8_64.lua,,,,,,
ST,STM32L1xx,STM32L151RB,STM32L1xxxB_128.lua,,,,,,
ST,STM32L1xx,STM32L151RC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L151RD,STM32L1xxxD_384.lua,,,,,,
ST,STM32L1xx,STM32L151RE,STM32L1xxxE_512.lua,,,,,,
ST,STM32L1xx,STM32L151UC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L151V8,STM32L1xxx8_64.lua,,,,,,
ST,STM32L1xx,STM32L151VB,STM32L1xxxB_128.lua,,,,,,
ST,STM32L1xx,STM32L151VC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L151VD,STM32L1xxxD_384.lua,,,,,,
ST,STM32L1xx,STM32L151VE,STM32L1xxxE_512.lua,,,,,,
ST,STM32L1xx,STM32L151ZC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L151ZD,STM32L1xxxD_384.lua,,,,,,
ST,STM32L1xx,STM32L151ZE,STM32L1xxxE_512.lua,,,,,,
ST,STM32L1xx,STM32L152C6,STM32L1xxx6_32.lua,,,,,,
ST,STM32L1xx,STM32L152C8,STM32L1xxx8_64.lua,,,,,,
ST,STM32L1xx,STM32L152CB,STM32L1xxxB_128.lua,,,,,,
ST,STM32L1xx,STM32L152CC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L152QC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L152QD,STM32L1xxxD_384.lua,,,,,,
ST,STM32L1xx,STM32L152QE,STM32L1xxxE_512.lua,,,,,,
ST,STM32L1xx,STM32L152R6,STM32L1xxx6_32.lua,,,,,,
ST,STM32L1xx,STM32L152R8,STM32L1xxx8_64.lua,,,,,,
ST,STM32L1xx,STM32L152RB,STM32L1xxxB_128.lua,,,,,,
ST,STM32L1xx,STM32L152RC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L152RD,STM32L1xxxD_384.lua,,,,,,
ST,STM32L1xx,STM32L152RE,STM32L1xxxE_512.lua,,,,,,
ST,STM32L1xx,STM32L152V8,STM32L1xxx8_64.lua,,,,,,
ST,STM32L1xx,STM32L152VB,STM32L1xxxB_128.lua,,,,,,
ST,STM32L1xx,STM32L152VC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L152VD,STM32L1xxxD_384.lua,,,,,,
ST,STM32L1xx,STM32L152VE,STM32L1xxxE_512.lua,,,,,,
ST,STM32L1xx,STM32L152ZC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L152ZD,STM32L1xxxD_384.lua,,,,,,
ST,STM32L1xx,STM32L152ZE,STM32L1xxxE_512.lua,,,,,,
ST,STM32L1xx,STM32L162QD,STM32L1xxxD_384.lua,,,,,,
ST,STM32L1xx,STM32L162RC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L162RD,STM32L1xxxD_384.lua,,,,,,
ST,STM32L1xx,STM32L162RE,STM32L1xxxE_512.lua,,,,,,
ST,STM32L1xx,STM32L162VC,STM32L1xxxC_256.lua,,,,,,
ST,STM32L1xx,STM32L162VD,STM32L1xxxD_384.lua,,,,,,
ST,STM32L1xx,STM32L162VE,STM32L1xxxE_512.lua,,,,,,
ST,STM32L1xx,STM32L162ZD,STM32L1xxxD_384.lua,,,,,,
ST,STM32L1xx,STM32L162ZE,STM32L1xxxE_512.lua,,,,,,
ST,STM32L4xx,STM32L41_42_43_44_45_46xx8_64,STM32L41x_42x_43x_44x_45x_46xx8_64.lua,,,,,,
ST,STM32L4xx,STM32L41_42_43_44_45_46xxB_128,STM32L41x_42x_43x_44x_45x_46xxB_128.lua,,,,,,
ST,STM32L4xx,STM32L41_42_43_44_45_46xxC_256,STM32L41x_42x_43x_44x_45x_46xxC_256.lua,,,,,,
ST,STM32L4xx,STM32L41_42_43_44_45_46xxE_512,STM32L41x_42x_43x_44x_45x_46xxE_512.lua,,,,,,
ST,STM32L4xx,STM32L47_48_49_4AxxC_256,STM32L47x_48x_49x_4AxxC_256.lua,,,,,,
ST,STM32L4xx,STM32L47_48_49_4AxxE_512,STM32L47x_48x_49x_4AxxE_512.lua,,,,,,
ST,STM32L4xx,STM32L47_48_49_4AxxG_1024,STM32L47x_48x_49x_4AxxG_1024.lua,,,,,,
ST,STM32L4xx,STM32L4P5_4Q5xG_1024,STM32L4P5_4Q5xG_1024.lua,,,,,,
ST,STM32L4xx,STM32L4Rx_4SxxG_1024,STM32L4Rx_4SxxG_1024.lua,,,,,,
ST,STM32L4xx,STM32L4Rx_4SxxI_2048,STM32L4Rx_4SxxI_2048.lua,,,,,,
